datetime,temperature,city
2023-09-18,11.1,Saint_Petersburg
2023-09-19,14.0,Saint_Petersburg
2023-09-20,15.8,Saint_Petersburg
2023-09-21,17.2,Saint_Petersburg
2023-09-22,17.1,Saint_Petersburg
2023-09-23,19.0,Saint_Petersburg
2023-09-24,15.6,Saint_Petersburg
2023-09-25,13.6,Saint_Petersburg
2023-09-26,13.3,Saint_Petersburg
2023-09-27,13.7,Saint_Petersburg
2023-09-28,15.1,Saint_Petersburg
2023-09-29,15.9,Saint_Petersburg
2023-09-30,15.6,Saint_Petersburg
2023-10-01,12.3,Saint_Petersburg
2023-10-02,11.3,Saint_Petersburg
2023-10-03,11.8,Saint_Petersburg
2023-10-04,11.8,Saint_Petersburg
2023-10-05,9.8,Saint_Petersburg
2023-10-06,6.6,Saint_Petersburg
2023-10-07,5.9,Saint_Petersburg
2023-10-08,3.1,Saint_Petersburg
2023-10-09,3.4,Saint_Petersburg
2023-10-10,2.6,Saint_Petersburg
2023-10-11,6.8,Saint_Petersburg
2023-10-12,8.9,Saint_Petersburg
2023-10-13,8.6,Saint_Petersburg
2023-10-14,10.5,Saint_Petersburg
2023-10-15,8.4,Saint_Petersburg
2023-10-16,5.0,Saint_Petersburg
2023-10-17,4.2,Saint_Petersburg
2023-10-18,1.6,Saint_Petersburg
2023-10-19,1.9,Saint_Petersburg
2023-10-20,1.7,Saint_Petersburg
2023-10-21,-0.5,Saint_Petersburg
2023-10-22,0.1,Saint_Petersburg
2023-10-23,1.9,Saint_Petersburg
2023-10-24,1.3,Saint_Petersburg
2023-10-25,0.2,Saint_Petersburg
2023-10-26,-1.5,Saint_Petersburg
2023-10-27,-1.7,Saint_Petersburg
2023-10-28,-0.6,Saint_Petersburg
2023-10-29,-0.6,Saint_Petersburg
2023-10-30,-0.5,Saint_Petersburg
2023-10-31,-0.9,Saint_Petersburg
2023-11-01,6.5,Saint_Petersburg
2023-11-02,2.8,Saint_Petersburg
2023-11-03,1.0,Saint_Petersburg
2023-11-04,4.0,Saint_Petersburg
2023-11-05,5.3,Saint_Petersburg
2023-11-06,4.7,Saint_Petersburg
2023-11-07,5.3,Saint_Petersburg
2023-11-08,5.6,Saint_Petersburg
2023-11-09,5.0,Saint_Petersburg
2023-11-10,5.2,Saint_Petersburg
2023-11-11,5.3,Saint_Petersburg
2023-11-12,4.5,Saint_Petersburg
2023-11-13,1.6,Saint_Petersburg
2023-11-14,0.1,Saint_Petersburg
2023-11-15,0.5,Saint_Petersburg
2023-11-16,-2.6,Saint_Petersburg
2023-11-17,-3.6,Saint_Petersburg
2023-11-18,-5.4,Saint_Petersburg
2023-11-19,-6.2,Saint_Petersburg
2023-11-20,-5.2,Saint_Petersburg
2023-11-21,-5.5,Saint_Petersburg
2023-11-22,-5.9,Saint_Petersburg
2023-11-23,-3.6,Saint_Petersburg
2023-11-24,-4.2,Saint_Petersburg
2023-11-25,-8.8,Saint_Petersburg
2023-11-26,-9.3,Saint_Petersburg
2023-11-27,-5.2,Saint_Petersburg
2023-11-28,-1.8,Saint_Petersburg
2023-11-29,-6.2,Saint_Petersburg
2023-11-30,-5.2,Saint_Petersburg
2023-12-01,-6.4,Saint_Petersburg
2023-12-02,-9.0,Saint_Petersburg
2023-12-03,-9.5,Saint_Petersburg
2023-12-04,-7.6,Saint_Petersburg
2023-12-05,-9.5,Saint_Petersburg
2023-12-06,-12.7,Saint_Petersburg
2023-12-07,-13.0,Saint_Petersburg
2023-12-08,-13.6,Saint_Petersburg
2023-12-09,-11.9,Saint_Petersburg
2023-12-10,-11.3,Saint_Petersburg
2023-12-11,-8.7,Saint_Petersburg
2023-12-12,-4.8,Saint_Petersburg
2023-12-13,-2.1,Saint_Petersburg
2023-12-14,-4.1,Saint_Petersburg
2023-12-15,-6.1,Saint_Petersburg
2023-12-16,-4.1,Saint_Petersburg
2023-12-17,1.2,Saint_Petersburg
2023-12-18,0.7,Saint_Petersburg
2023-12-19,1.8,Saint_Petersburg
2023-12-20,-0.4,Saint_Petersburg
2023-12-21,-1.0,Saint_Petersburg
2023-12-22,0.0,Saint_Petersburg
2023-12-23,-0.2,Saint_Petersburg
2023-12-24,-3.2,Saint_Petersburg
2023-12-25,-2.8,Saint_Petersburg
2023-12-26,-3.9,Saint_Petersburg
2023-12-27,-5.8,Saint_Petersburg
2023-12-28,-4.5,Saint_Petersburg
2023-12-29,-4.0,Saint_Petersburg
2023-12-30,-5.1,Saint_Petersburg
2023-12-31,-9.4,Saint_Petersburg
2023-01-01,0.2,Nizhny_Novgorod
2023-01-02,-0.3,Nizhny_Novgorod
2023-01-03,-4.0,Nizhny_Novgorod
2023-01-04,-6.7,Nizhny_Novgorod
2023-01-05,-10.4,Nizhny_Novgorod
2023-01-06,-25.2,Nizhny_Novgorod
2023-01-07,-28.3,Nizhny_Novgorod
2023-01-08,-24.2,Nizhny_Novgorod
2023-01-09,-29.9,Nizhny_Novgorod
2023-01-10,-28.3,Nizhny_Novgorod
2023-01-11,-18.1,Nizhny_Novgorod
2023-01-12,-11.1,Nizhny_Novgorod
2023-01-13,-6.3,Nizhny_Novgorod
2023-01-14,-4.8,Nizhny_Novgorod
2023-01-15,-6.6,Nizhny_Novgorod
2023-01-16,-7.7,Nizhny_Novgorod
2023-01-17,-5.6,Nizhny_Novgorod
2023-01-18,-5.2,Nizhny_Novgorod
2023-01-19,-4.5,Nizhny_Novgorod
2023-01-20,-1.2,Nizhny_Novgorod
2023-01-21,-5.1,Nizhny_Novgorod
2023-01-22,-6.8,Nizhny_Novgorod
2023-01-23,-8.9,Nizhny_Novgorod
2023-01-24,-10.4,Nizhny_Novgorod
2023-01-25,-4.4,Nizhny_Novgorod
2023-01-26,-2.8,Nizhny_Novgorod
2023-01-27,-4.2,Nizhny_Novgorod
2023-01-28,-4.3,Nizhny_Novgorod
2023-01-29,-5.9,Nizhny_Novgorod
2023-01-30,-6.1,Nizhny_Novgorod
2023-01-31,-3.8,Nizhny_Novgorod
2023-02-01,-2.6,Nizhny_Novgorod
2023-02-02,-2.9,Nizhny_Novgorod
2023-02-03,-2.7,Nizhny_Novgorod
2023-02-04,-3.6,Nizhny_Novgorod
2023-02-05,-7.9,Nizhny_Novgorod
2023-02-06,-10.7,Nizhny_Novgorod
2023-02-07,-9.5,Nizhny_Novgorod
2023-02-08,-7.3,Nizhny_Novgorod
2023-02-09,-4.2,Nizhny_Novgorod
2023-02-10,-3.9,Nizhny_Novgorod
2023-02-11,-2.8,Nizhny_Novgorod
2023-02-12,-4.0,Nizhny_Novgorod
2023-02-13,-6.9,Nizhny_Novgorod
2023-02-14,-6.0,Nizhny_Novgorod
2023-02-15,-7.5,Nizhny_Novgorod
2023-02-16,-7.6,Nizhny_Novgorod
2023-02-17,-5.8,Nizhny_Novgorod
2023-02-18,-6.7,Nizhny_Novgorod
2023-02-19,-9.5,Nizhny_Novgorod
2023-02-20,-12.8,Nizhny_Novgorod
2023-02-21,-12.6,Nizhny_Novgorod
2023-02-22,-13.3,Nizhny_Novgorod
2023-02-23,-13.2,Nizhny_Novgorod
2023-02-24,-10.2,Nizhny_Novgorod
2023-02-25,-3.2,Nizhny_Novgorod
2023-02-26,1.0,Nizhny_Novgorod
2023-02-27,-2.0,Nizhny_Novgorod
2023-02-28,-5.4,Nizhny_Novgorod
2023-03-01,-6.0,Nizhny_Novgorod
2023-03-02,-5.2,Nizhny_Novgorod
2023-03-03,-3.1,Nizhny_Novgorod
2023-03-04,-2.9,Nizhny_Novgorod
2023-03-05,-1.6,Nizhny_Novgorod
2023-03-06,-3.0,Nizhny_Novgorod
2023-03-07,-3.9,Nizhny_Novgorod
2023-03-08,-3.8,Nizhny_Novgorod
2023-03-09,0.1,Nizhny_Novgorod
2023-03-10,-2.8,Nizhny_Novgorod
2023-03-11,-6.4,Nizhny_Novgorod
2023-03-12,3.7,Nizhny_Novgorod
2023-03-13,-2.1,Nizhny_Novgorod
2023-03-14,-1.2,Nizhny_Novgorod
2023-03-15,2.7,Nizhny_Novgorod
2023-03-16,2.1,Nizhny_Novgorod
2023-03-17,0.7,Nizhny_Novgorod
2023-03-18,-2.7,Nizhny_Novgorod
2023-03-19,-2.1,Nizhny_Novgorod
2023-03-20,0.4,Nizhny_Novgorod
2023-03-21,1.5,Nizhny_Novgorod
2023-03-22,1.3,Nizhny_Novgorod
2023-03-23,3.3,Nizhny_Novgorod
2023-03-24,5.3,Nizhny_Novgorod
2023-03-25,5.4,Nizhny_Novgorod
2023-03-26,4.9,Nizhny_Novgorod
2023-03-27,4.6,Nizhny_Novgorod
2023-03-28,4.4,Nizhny_Novgorod
2023-03-29,2.5,Nizhny_Novgorod
2023-03-30,5.5,Nizhny_Novgorod
2023-03-31,4.9,Nizhny_Novgorod
2023-04-01,3.5,Nizhny_Novgorod
2023-04-02,6.2,Nizhny_Novgorod
2023-04-03,6.7,Nizhny_Novgorod
2023-04-04,8.7,Nizhny_Novgorod
2023-04-05,8.8,Nizhny_Novgorod
2023-04-06,6.2,Nizhny_Novgorod
2023-04-07,3.3,Nizhny_Novgorod
2023-04-08,3.4,Nizhny_Novgorod
2023-04-09,5.3,Nizhny_Novgorod
2023-04-10,5.8,Nizhny_Novgorod
2023-04-11,7.0,Nizhny_Novgorod
2023-04-12,8.0,Nizhny_Novgorod
2023-04-13,8.1,Nizhny_Novgorod
2023-04-14,1.3,Nizhny_Novgorod
2023-04-15,1.6,Nizhny_Novgorod
2023-04-16,4.7,Nizhny_Novgorod
2023-04-17,8.5,Nizhny_Novgorod
2023-04-18,8.7,Nizhny_Novgorod
2023-04-19,8.2,Nizhny_Novgorod
2023-04-20,9.7,Nizhny_Novgorod
2023-04-21,10.3,Nizhny_Novgorod
2023-04-22,9.9,Nizhny_Novgorod
2023-04-23,10.8,Nizhny_Novgorod
2023-04-24,13.9,Nizhny_Novgorod
2023-04-25,13.2,Nizhny_Novgorod
2023-04-26,13.1,Nizhny_Novgorod
2023-04-27,13.2,Nizhny_Novgorod
2023-04-28,14.7,Nizhny_Novgorod
2023-04-29,13.7,Nizhny_Novgorod
2023-04-30,8.0,Nizhny_Novgorod
2023-05-01,10.9,Nizhny_Novgorod
2023-05-02,9.5,Nizhny_Novgorod
2023-05-03,12.0,Nizhny_Novgorod
2023-05-04,11.3,Nizhny_Novgorod
2023-05-05,9.6,Nizhny_Novgorod
2023-05-06,5.6,Nizhny_Novgorod
2023-05-07,3.7,Nizhny_Novgorod
2023-05-08,5.4,Nizhny_Novgorod
2023-05-09,8.2,Nizhny_Novgorod
2023-05-10,10.8,Nizhny_Novgorod
2023-05-11,12.5,Nizhny_Novgorod
2023-05-12,13.4,Nizhny_Novgorod
2023-05-13,15.7,Nizhny_Novgorod
2023-05-14,12.3,Nizhny_Novgorod
2023-05-15,11.6,Nizhny_Novgorod
2023-05-16,14.3,Nizhny_Novgorod
2023-05-17,17.5,Nizhny_Novgorod
2023-05-18,18.3,Nizhny_Novgorod
2023-05-19,16.4,Nizhny_Novgorod
2023-05-20,13.2,Nizhny_Novgorod
2023-05-21,16.2,Nizhny_Novgorod
2023-05-22,18.7,Nizhny_Novgorod
2023-05-23,20.2,Nizhny_Novgorod
2023-05-24,20.0,Nizhny_Novgorod
2023-05-25,21.6,Nizhny_Novgorod
2023-05-26,19.2,Nizhny_Novgorod
2023-05-27,18.8,Nizhny_Novgorod
2023-05-28,15.1,Nizhny_Novgorod
2023-05-29,15.2,Nizhny_Novgorod
2023-05-30,16.3,Nizhny_Novgorod
2023-05-31,16.5,Nizhny_Novgorod
2023-06-01,15.8,Nizhny_Novgorod
2023-06-02,17.8,Nizhny_Novgorod
2023-06-03,19.4,Nizhny_Novgorod
2023-06-04,12.6,Nizhny_Novgorod
2023-06-05,13.3,Nizhny_Novgorod
2023-06-06,14.3,Nizhny_Novgorod
2023-06-07,16.2,Nizhny_Novgorod
2023-06-08,14.6,Nizhny_Novgorod
2023-06-09,17.0,Nizhny_Novgorod
2023-06-10,12.5,Nizhny_Novgorod
2023-06-11,11.1,Nizhny_Novgorod
2023-06-12,12.5,Nizhny_Novgorod
2023-06-13,15.0,Nizhny_Novgorod
2023-06-14,16.9,Nizhny_Novgorod
2023-06-15,19.5,Nizhny_Novgorod
2023-06-16,20.8,Nizhny_Novgorod
2023-06-17,18.3,Nizhny_Novgorod
2023-06-18,14.6,Nizhny_Novgorod
2023-06-19,14.3,Nizhny_Novgorod
2023-06-20,13.9,Nizhny_Novgorod
2023-06-21,12.1,Nizhny_Novgorod
2023-06-22,13.3,Nizhny_Novgorod
2023-06-23,15.4,Nizhny_Novgorod
2023-06-24,14.4,Nizhny_Novgorod
2023-06-25,16.9,Nizhny_Novgorod
2023-06-26,18.1,Nizhny_Novgorod
2023-06-27,18.9,Nizhny_Novgorod
2023-06-28,19.3,Nizhny_Novgorod
2023-06-29,16.4,Nizhny_Novgorod
2023-06-30,16.4,Nizhny_Novgorod
2023-07-01,16.7,Nizhny_Novgorod
2023-07-02,18.7,Nizhny_Novgorod
2023-07-03,20.2,Nizhny_Novgorod
2023-07-04,20.8,Nizhny_Novgorod
2023-07-05,22.1,Nizhny_Novgorod
2023-07-06,22.3,Nizhny_Novgorod
2023-07-07,24.4,Nizhny_Novgorod
2023-07-08,24.2,Nizhny_Novgorod
2023-07-09,18.7,Nizhny_Novgorod
2023-07-10,16.6,Nizhny_Novgorod
2023-07-11,12.8,Nizhny_Novgorod
2023-07-12,13.2,Nizhny_Novgorod
2023-07-13,14.0,Nizhny_Novgorod
2023-07-14,15.4,Nizhny_Novgorod
2023-07-15,17.6,Nizhny_Novgorod
2023-07-16,18.0,Nizhny_Novgorod
2023-07-17,20.0,Nizhny_Novgorod
2023-07-18,21.5,Nizhny_Novgorod
2023-07-19,18.2,Nizhny_Novgorod
2023-07-20,17.1,Nizhny_Novgorod
2023-07-21,17.5,Nizhny_Novgorod
2023-07-22,17.5,Nizhny_Novgorod
2023-07-23,18.4,Nizhny_Novgorod
2023-07-24,17.8,Nizhny_Novgorod
2023-07-25,18.4,Nizhny_Novgorod
2023-07-26,21.9,Nizhny_Novgorod
2023-07-27,23.0,Nizhny_Novgorod
2023-07-28,25.8,Nizhny_Novgorod
2023-07-29,24.3,Nizhny_Novgorod
2023-07-30,20.0,Nizhny_Novgorod
2023-07-31,18.6,Nizhny_Novgorod
2023-08-01,20.5,Nizhny_Novgorod
2023-08-02,20.2,Nizhny_Novgorod
2023-08-03,21.9,Nizhny_Novgorod
2023-08-04,23.8,Nizhny_Novgorod
2023-08-05,23.8,Nizhny_Novgorod
2023-08-06,23.8,Nizhny_Novgorod
2023-08-07,23.2,Nizhny_Novgorod
2023-08-08,22.7,Nizhny_Novgorod
2023-08-09,22.7,Nizhny_Novgorod
2023-08-10,23.4,Nizhny_Novgorod
2023-08-11,24.1,Nizhny_Novgorod
2023-08-12,23.8,Nizhny_Novgorod
2023-08-13,23.7,Nizhny_Novgorod
2023-08-14,20.7,Nizhny_Novgorod
2023-08-15,20.6,Nizhny_Novgorod
2023-08-16,20.4,Nizhny_Novgorod
2023-08-17,22.4,Nizhny_Novgorod
2023-08-18,23.1,Nizhny_Novgorod
2023-08-19,21.0,Nizhny_Novgorod
2023-08-20,19.7,Nizhny_Novgorod
2023-08-21,17.0,Nizhny_Novgorod
2023-08-22,15.8,Nizhny_Novgorod
2023-08-23,14.4,Nizhny_Novgorod
2023-08-24,13.8,Nizhny_Novgorod
2023-08-25,13.8,Nizhny_Novgorod
2023-08-26,13.8,Nizhny_Novgorod
2023-08-27,13.1,Nizhny_Novgorod
2023-08-28,11.7,Nizhny_Novgorod
2023-08-29,11.9,Nizhny_Novgorod
2023-08-30,14.6,Nizhny_Novgorod
2023-08-31,15.4,Nizhny_Novgorod
2023-09-01,17.7,Nizhny_Novgorod
2023-09-02,17.3,Nizhny_Novgorod
2023-09-03,18.1,Nizhny_Novgorod
2023-09-04,18.1,Nizhny_Novgorod
2023-09-05,17.5,Nizhny_Novgorod
2023-09-06,16.1,Nizhny_Novgorod
2023-09-07,11.3,Nizhny_Novgorod
2023-09-08,9.2,Nizhny_Novgorod
2023-09-09,11.7,Nizhny_Novgorod
2023-09-10,14.3,Nizhny_Novgorod
2023-09-11,13.1,Nizhny_Novgorod
2023-09-12,12.8,Nizhny_Novgorod
2023-09-13,13.7,Nizhny_Novgorod
2023-09-14,14.2,Nizhny_Novgorod
2023-09-15,14.5,Nizhny_Novgorod
2023-09-16,13.7,Nizhny_Novgorod
2023-09-17,11.3,Nizhny_Novgorod
2023-09-18,12.3,Nizhny_Novgorod
2023-09-19,10.9,Nizhny_Novgorod
2023-09-20,17.2,Nizhny_Novgorod
2023-09-21,16.7,Nizhny_Novgorod
2023-09-22,16.5,Nizhny_Novgorod
2023-09-23,17.5,Nizhny_Novgorod
2023-09-24,16.7,Nizhny_Novgorod
2023-09-25,15.5,Nizhny_Novgorod
2023-09-26,12.3,Nizhny_Novgorod
2023-09-27,11.7,Nizhny_Novgorod
2023-09-28,12.1,Nizhny_Novgorod
2023-09-29,14.3,Nizhny_Novgorod
2023-09-30,15.2,Nizhny_Novgorod
2023-10-01,15.4,Nizhny_Novgorod
2023-10-02,11.8,Nizhny_Novgorod
2023-10-03,9.8,Nizhny_Novgorod
2023-10-04,13.5,Nizhny_Novgorod
2023-10-05,11.7,Nizhny_Novgorod
2023-10-06,9.0,Nizhny_Novgorod
2023-10-07,6.4,Nizhny_Novgorod
2023-10-08,5.6,Nizhny_Novgorod
2023-10-09,3.8,Nizhny_Novgorod
2023-10-10,3.6,Nizhny_Novgorod
2023-10-11,3.0,Nizhny_Novgorod
2023-10-12,6.7,Nizhny_Novgorod
2023-10-13,9.4,Nizhny_Novgorod
2023-10-14,7.9,Nizhny_Novgorod
2023-10-15,12.2,Nizhny_Novgorod
2023-10-16,9.3,Nizhny_Novgorod
2023-10-17,3.8,Nizhny_Novgorod
2023-10-18,3.4,Nizhny_Novgorod
2023-10-19,3.7,Nizhny_Novgorod
2023-10-20,4.4,Nizhny_Novgorod
2023-10-21,1.3,Nizhny_Novgorod
2023-10-22,-0.8,Nizhny_Novgorod
2023-10-23,2.7,Nizhny_Novgorod
2023-10-24,0.4,Nizhny_Novgorod
2023-10-25,-1.2,Nizhny_Novgorod
2023-10-26,-0.5,Nizhny_Novgorod
2023-10-27,-1.3,Nizhny_Novgorod
2023-10-28,-0.8,Nizhny_Novgorod
2023-10-29,-1.1,Nizhny_Novgorod
2023-10-30,-0.9,Nizhny_Novgorod
2023-10-31,2.5,Nizhny_Novgorod
2023-11-01,7.6,Nizhny_Novgorod
2023-11-02,8.6,Nizhny_Novgorod
2023-11-03,3.0,Nizhny_Novgorod
2023-11-04,1.8,Nizhny_Novgorod
2023-11-05,4.7,Nizhny_Novgorod
2023-11-06,8.4,Nizhny_Novgorod
2023-11-07,8.4,Nizhny_Novgorod
2023-11-08,6.1,Nizhny_Novgorod
2023-11-09,4.0,Nizhny_Novgorod
2023-11-10,4.0,Nizhny_Novgorod
2023-11-11,2.5,Nizhny_Novgorod
2023-11-12,3.6,Nizhny_Novgorod
2023-11-13,5.9,Nizhny_Novgorod
2023-11-14,4.9,Nizhny_Novgorod
2023-11-15,2.2,Nizhny_Novgorod
2023-11-16,0.6,Nizhny_Novgorod
2023-11-17,-3.5,Nizhny_Novgorod
2023-11-18,-5.7,Nizhny_Novgorod
2023-11-19,-7.4,Nizhny_Novgorod
2023-11-20,-6.5,Nizhny_Novgorod
2023-11-21,-4.7,Nizhny_Novgorod
2023-11-22,-8.1,Nizhny_Novgorod
2023-11-23,-9.9,Nizhny_Novgorod
2023-11-24,-9.1,Nizhny_Novgorod
2023-11-25,-5.7,Nizhny_Novgorod
2023-11-26,-2.6,Nizhny_Novgorod
2023-11-27,1.5,Nizhny_Novgorod
2023-11-28,-3.7,Nizhny_Novgorod
2023-11-29,-7.2,Nizhny_Novgorod
2023-11-30,-3.7,Nizhny_Novgorod
2023-12-01,-5.1,Nizhny_Novgorod
2023-12-02,-6.2,Nizhny_Novgorod
2023-12-03,-7.3,Nizhny_Novgorod
2023-12-04,-7.8,Nizhny_Novgorod
2023-12-05,-9.8,Nizhny_Novgorod
2023-12-06,-13.4,Nizhny_Novgorod
2023-12-07,-17.8,Nizhny_Novgorod
2023-12-08,-20.8,Nizhny_Novgorod
2023-12-09,-23.1,Nizhny_Novgorod
2023-12-10,-20.1,Nizhny_Novgorod
2023-12-11,-14.2,Nizhny_Novgorod
2023-12-12,-11.0,Nizhny_Novgorod
2023-12-13,-14.1,Nizhny_Novgorod
2023-12-14,-12.3,Nizhny_Novgorod
2023-12-15,-8.9,Nizhny_Novgorod
2023-12-16,-9.7,Nizhny_Novgorod
2023-12-17,-5.5,Nizhny_Novgorod
2023-12-18,-1.2,Nizhny_Novgorod
2023-12-19,0.1,Nizhny_Novgorod
2023-12-20,2.0,Nizhny_Novgorod
2023-12-21,1.5,Nizhny_Novgorod
2023-12-22,0.8,Nizhny_Novgorod
2023-12-23,1.2,Nizhny_Novgorod
2023-12-24,-1.5,Nizhny_Novgorod
2023-12-25,-3.1,Nizhny_Novgorod
2023-12-26,-4.7,Nizhny_Novgorod
2023-12-27,-4.9,Nizhny_Novgorod
2023-12-28,-6.6,Nizhny_Novgorod
2023-12-29,-5.9,Nizhny_Novgorod
2023-12-30,-4.5,Nizhny_Novgorod
2023-12-31,-3.9,Nizhny_Novgorod
2023-01-01,-3.1,Kazan
2023-01-02,-0.3,Kazan
2023-01-03,-2.7,Kazan
2023-01-04,-8.1,Kazan
2023-01-05,-9.7,Kazan
2023-01-06,-21.7,Kazan
2023-01-07,-28.3,Kazan
2023-01-08,-26.1,Kazan
2023-01-09,-30.5,Kazan
2023-01-10,-29.0,Kazan
2023-01-11,-23.9,Kazan
2023-01-12,-14.0,Kazan
2023-01-13,-12.9,Kazan
2023-01-14,-11.9,Kazan
2023-01-15,-14.0,Kazan
2023-01-16,-14.3,Kazan
2023-01-17,-13.0,Kazan
2023-01-18,-10.6,Kazan
2023-01-19,-11.3,Kazan
2023-01-20,-10.4,Kazan
2023-01-21,-11.0,Kazan
2023-01-22,-11.6,Kazan
2023-01-23,-12.6,Kazan
2023-01-24,-14.8,Kazan
2023-01-25,-7.9,Kazan
2023-01-26,-3.7,Kazan
2023-01-27,-4.9,Kazan
2023-01-28,-4.2,Kazan
2023-01-29,-6.0,Kazan
2023-01-30,-5.2,Kazan
2023-01-31,-0.9,Kazan
2023-02-01,-3.8,Kazan
2023-02-02,-9.6,Kazan
2023-02-03,-6.0,Kazan
2023-02-04,-6.3,Kazan
2023-02-05,-8.4,Kazan
2023-02-06,-8.9,Kazan
2023-02-07,-12.9,Kazan
2023-02-08,-12.1,Kazan
2023-02-09,-6.1,Kazan
2023-02-10,-5.8,Kazan
2023-02-11,-4.9,Kazan
2023-02-12,-6.9,Kazan
2023-02-13,-6.4,Kazan
2023-02-14,-5.7,Kazan
2023-02-15,-8.3,Kazan
2023-02-16,-8.2,Kazan
2023-02-17,-8.0,Kazan
2023-02-18,-11.1,Kazan
2023-02-19,-14.3,Kazan
2023-02-20,-17.1,Kazan
2023-02-21,-12.6,Kazan
2023-02-22,-11.7,Kazan
2023-02-23,-14.0,Kazan
2023-02-24,-12.8,Kazan
2023-02-25,-6.0,Kazan
2023-02-26,-0.5,Kazan
2023-02-27,-0.6,Kazan
2023-02-28,-3.7,Kazan
2023-03-01,-4.9,Kazan
2023-03-02,-6.6,Kazan
2023-03-03,-6.4,Kazan
2023-03-04,-3.5,Kazan
2023-03-05,-1.9,Kazan
2023-03-06,-2.9,Kazan
2023-03-07,-4.1,Kazan
2023-03-08,-5.3,Kazan
2023-03-09,1.0,Kazan
2023-03-10,1.9,Kazan
2023-03-11,-4.1,Kazan
2023-03-12,0.4,Kazan
2023-03-13,0.5,Kazan
2023-03-14,-2.9,Kazan
2023-03-15,1.3,Kazan
2023-03-16,1.1,Kazan
2023-03-17,1.8,Kazan
2023-03-18,-1.4,Kazan
2023-03-19,-2.9,Kazan
2023-03-20,0.4,Kazan
2023-03-21,2.3,Kazan
2023-03-22,0.9,Kazan
2023-03-23,0.7,Kazan
2023-03-24,4.8,Kazan
